movieId,success,total,alpha,beta
1200,22549,31684,22550,9136
1201,13858,18162,13859,4305
1202,1104,1707,1105,604
1203,13570,16569,13571,3000
1204,9934,13173,9935,3240
1206,21092,29856,21093,8765
1207,12303,15986,12304,3684
1208,19781,26370,19782,6590
1209,4255,5607,4256,1353
1210,38997,54917,38998,15921
1211,2683,3727,2684,1045
1212,5696,7194,5697,1499
1213,25866,32663,25867,6798
1214,26820,36357,26821,9538
1215,7370,12457,7371,5088
1216,1123,1776,1124,654
1217,4053,5220,4054,1168
1218,1993,2731,1994,739
1219,16296,22146,16297,5851
1220,12507,20460,12508,7954
1221,27691,34188,27692,6498
1222,19168,25946,19169,6779
1223,5721,7695,5722,1975
1224,3347,4325,3348,979
1225,15586,21085,15587,5500
1226,1431,2161,1432,731
1227,3295,4735,3296,1441
1228,7803,10712,7804,2910
1230,11896,16371,11897,4476
1231,5142,7377,5143,2236
1232,1959,2665,1960,707
1233,10513,13573,10514,3061
1234,12290,15675,12291,3386
1235,5759,8207,5760,2449
1236,670,905,671,236
1237,3722,5063,3723,1342
1238,2061,2944,2062,884
1240,25453,38612,25454,13160
1241,1689,2821,1690,1133
1242,8138,11608,8139,3471
1243,2760,4013,2761,1254
1244,6342,8527,6343,2186
1245,4375,6239,4376,1865
1246,16773,24954,16774,8182
1247,13346,18724,13347,5379
1248,3724,4823,3725,1100
1249,5844,8816,5845,2973
1250,9477,12634,9478,3158
1251,2483,3487,2484,1005
1252,13038,16929,13039,3892
1253,4047,6078,4048,2032
1254,4142,5360,4143,1219
1255,959,2043,960,1085
1256,4220,5556,4221,1337
1257,3224,5110,3225,1887
1258,21469,29931,21470,8463
1259,16176,22694,16177,6519
1260,3637,4636,3638,1000
1261,5082,8193,5083,3112
1262,8537,11265,8538,2729
1263,7893,11333,7894,3441
1264,1780,2420,1781,641
1265,24754,37616,24755,12863
1266,10597,14802,10598,4206
1267,6598,8851,6599,2254
1268,1413,2976,1414,1564
1269,4944,6729,4945,1786
1270,33741,49595,33742,15855
1271,5119,8580,5120,3462
1272,5759,7930,5760,2172
1273,2001,2763,2002,763
1274,6138,9175,6139,3038
1275,5978,11415,5979,5438
1276,8766,11533,8767,2768
1277,2364,3761,2365,1398
1278,10956,15594,10957,4639
1279,1667,2577,1668,911
1280,2498,3181,2499,684
1281,3270,4439,3271,1170
1282,7162,12290,7163,5129
1283,3676,5045,3677,1370
1284,4530,5720,4531,1191
1285,6530,10918,6531,4389
1286,1071,2090,1072,1020
1287,5633,8891,5634,3259
1288,11738,16558,11739,4821
1289,2006,2865,2007,860
1290,1119,2316,1120,1198
1291,26611,37908,26612,11298
1292,4447,6281,4448,1835
1293,6883,9702,6884,2820
1295,1885,3217,1886,1333
1296,4161,6055,4162,1895
1297,2310,4194,2311,1885
1298,3710,6342,3711,2633
1299,5169,6803,5170,1635
1300,2436,3279,2437,844
1301,2421,3748,2422,1328
1302,6628,12352,6629,5725
1303,2530,3460,2531,931
1304,11193,15265,11194,4073
1305,1688,2540,1689,853
1306,537,1005,538,469
1307,14497,23074,14498,8578
1308,7,21,8,15
1309,12,30,13,19
1310,172,350,173,179
1311,49,153,50,105
1312,144,298,145,155
1313,29,110,30,82
1314,14,40,15,27
1315,25,56,26,32
1316,13,43,14,31
1317,94,288,95,195
1318,62,153,63,92
1319,7,21,8,15
1320,4054,13783,4055,9730
1321,3913,7530,3914,3618
1322,14,272,15,259
1323,18,390,19,373
1324,16,227,17,212
1325,12,261,13,250
1326,39,557,40,519
1327,763,2955,764,2193
1328,20,251,21,232
1329,89,343,90,255
1330,209,891,210,683
1331,87,390,88,304
1332,200,690,201,491
1333,6931,11707,6932,4777
1334,828,2603,829,1776
1335,16,205,17,190
1336,40,432,41,393
1337,306,641,307,336
1339,4409,9765,4410,5357
1340,1352,2265,1353,914
1341,98,403,99,306
1342,958,3546,959,2589
1343,4523,9123,4524,4601
1344,2621,4095,2622,1475
1345,4153,9196,4154,5044
1346,451,1655,452,1205
1347,3411,8027,3412,4617
1348,2594,3968,2595,1375
1349,47,105,48,59
1350,2960,5739,2961,2780
1351,99,374,100,276
1352,204,725,205,522
1353,739,1979,740,1241
1354,2497,3749,2498,1253
1355,245,796,246,552
1356,10897,19202,10898,8306
1357,4991,7431,4992,2441
1358,9154,12700,9155,3547
1359,601,3784,602,3184
1360,20,56,21,37
1361,1234,1627,1235,394
1363,460,1577,461,1118
1364,48,90,49,43
1365,695,1031,696,337
1366,801,1871,802,1071
1367,2401,8825,2402,6425
1368,16,38,17,23
1369,45,95,46,51
1370,7139,16548,7140,9410
1371,2951,9369,2952,6419
1372,4437,10302,4438,5866
1373,1773,7079,1774,5307
1374,9277,15787,9278,6511
1375,3670,10358,3671,6689
1376,6375,12585,6376,6211
1377,3892,13401,3893,9510
1378,2401,6380,2402,3980
1379,760,2809,761,2050
1380,6687,16206,6688,9520
1381,291,3458,292,3168
1382,189,964,190,776
1383,24,130,25,107
1384,61,117,62,57
1385,2036,6125,2037,4090
1386,7,34,8,28
1387,14559,24188,14560,9630
1388,561,4330,562,3770
1389,106,1900,107,1795
1390,550,1526,551,977
1391,4927,17814,4928,12888
1392,927,1591,928,665
1393,11830,22960,11831,11131
1394,10168,15470,10169,5303
1395,902,2096,903,1195
1396,6359,11756,6360,5398
1397,289,570,290,282
1398,270,774,271,505
1399,582,1353,583,772
1400,12,30,13,19
1401,692,1381,693,690
1404,236,610,237,375
1405,2605,8407,2606,5803
1406,211,352,212,142
1407,6584,16657,6585,10074
1408,6863,11946,6864,5084
1409,1702,5748,1703,4047
1410,211,697,212,487
1411,3429,5505,3430,2077
1412,161,261,162,101
1413,182,338,183,157
1414,735,1501,736,767
1415,131,249,132,119
1416,1806,4749,1807,2944
1417,233,686,234,454
1419,901,1367,902,467
1420,45,80,46,36
1421,76,172,77,97
1422,767,2681,768,1915
1423,108,163,109,56
1424,7,23,8,17
1425,702,2034,703,1333
1426,49,232,50,184
1427,119,720,120,602
1428,152,297,153,146
1429,1258,3188,1259,1931
1430,67,185,68,119
1431,493,2916,494,2424
1432,271,1286,272,1016
1433,10,62,11,53
1434,20,56,21,37
1436,19,62,20,44
1437,179,305,180,127
1438,1226,5840,1227,4615
1439,38,311,39,274
1440,123,679,124,557
1441,2744,5677,2745,2934
1442,272,676,273,405
1443,10,22,11,13
1444,59,127,60,69
1445,157,1185,158,1029
1446,1527,2064,1528,538
1447,223,586,224,364
1448,17,48,18,32
1449,3898,5681,3899,1784
1450,166,274,167,109
1453,243,1461,244,1219
1454,255,722,256,468
1455,53,161,54,109
1456,69,528,70,460
1457,809,2685,810,1877
1458,60,210,61,151
1459,1356,3438,1357,2083
1460,132,728,133,597
1461,536,2474,537,1939
1462,6,20,7,15
1463,113,329,114,217
1464,2739,4630,2740,1892
1465,453,906,454,454
1466,7006,11158,7007,4153
1467,8,25,9,18
1468,233,1075,234,843
1470,22,49,23,28
1471,42,85,43,44
1472,104,378,105,275
1473,63,212,64,150
1474,315,1766,316,1452
1475,247,728,248,482
1476,2342,5422,2343,3081
1477,141,328,142,188
1479,2574,7664,2575,5091
1480,684,1764,685,1081
1482,218,468,219,251
1483,990,2687,991,1698
1484,563,946,564,384
1485,6464,18777,6465,12314
1486,37,82,38,46
1487,507,1554,508,1048
1488,885,3301,886,2417
1489,141,427,142,287
1490,33,306,34,274
1493,89,197,90,109
1495,41,689,42,649
1496,118,318,119,201
1497,90,736,91,647
1498,398,1134,399,737
1499,472,5961,473,5490
1500,8110,13905,8111,5796
1501,24,177,25,154
1502,107,239,108,133
1503,229,1207,230,979
1504,66,123,67,58
1507,160,358,161,199
1508,75,182,76,108
1509,83,188,84,106
1510,4,19,5,16
1511,73,143,74,71
1513,2160,7811,2161,5652
1514,37,115,38,79
1515,598,3577,599,2980
1516,233,430,234,198
1517,10550,23254,10551,12705
1518,1190,2911,1191,1722
1519,50,106,51,57
1520,28,133,29,106
1522,5,33,6,29
1523,80,326,81,247
1524,2,17,3,16
1525,53,314,54,262
1526,97,738,98,642
1527,19737,33153,19738,13417
1528,5,28,6,24
1529,120,261,121,142
1531,26,70,27,45
1532,8,61,9,54
1533,201,311,202,111
1534,62,123,63,62
1535,381,693,382,313
1537,2563,3598,2564,1036
1538,26,114,27,89
1539,97,274,98,178
1541,614,2015,615,1402
1542,1057,1973,1058,917
1543,23,65,24,43
1544,4057,15928,4058,11872
1545,373,578,374,206
1546,241,435,242,195
1547,91,254,92,164
1548,13,40,14,28
1549,39,119,40,81
1550,129,638,130,510
1551,55,292,56,238
1552,5125,15116,5126,9992
1553,11,29,12,19
1554,657,1207,658,551
1555,30,59,31,30
1556,271,5175,272,4905
1557,8,20,9,13
1558,6,27,7,22
1559,2,9,3,8
1561,10,37,11,28
1562,865,9872,866,9008
1563,83,191,84,109
1564,142,241,143,100
1565,57,228,58,172
1566,3040,6999,3041,3960
1567,13,72,14,60
1568,3,7,4,5
1569,3871,10220,3872,6350
1570,114,297,115,184
1571,235,414,236,180
1572,446,738,447,293
1573,8189,20129,8190,11941
1574,32,106,33,75
1575,70,144,71,75
1577,20,34,21,15
1578,3,16,4,14
1579,10,36,11,27
1580,20120,40308,20121,20189
1581,129,590,130,462
1582,145,451,146,307
1583,48,244,49,197
1584,12071,21638,12072,9568
1585,90,192,91,103
1586,1775,6625,1776,4851
1587,2671,7015,2672,4345
1588,868,4204,869,3337
1589,1779,4815,1780,3037
1590,2107,7251,2108,5145
1591,955,5351,956,4397
1592,212,1396,213,1185
1593,348,1522,349,1175
1594,1441,2369,1442,929
1595,58,882,59,825
1596,229,455,230,227
1597,3939,10142,3940,6204
1598,194,848,195,655
1599,30,526,31,497
1600,166,626,167,461
1601,160,604,161,445
1602,31,401,32,371
1603,578,3030,579,2453
1604,180,741,181,562
1605,141,851,142,711
1606,100,815,101,716
1608,5713,14737,5714,9025
1609,167,693,168,527
1610,14306,22165,14307,7860
1611,1164,2495,1165,1332
1612,159,390,160,232
1613,84,229,85,146
1614,1451,4255,1452,2805
1615,1154,2451,1155,1298
1616,949,3774,950,2826
1617,20730,27749,20731,7020
1619,2067,4796,2068,2730
1620,1802,4378,1803,2577
1621,246,618,247,373
1622,8,54,9,47
1623,161,1024,162,864
1624,143,428,144,286
1625,12054,18647,12055,6594
1626,112,705,113,594
1627,882,2461,883,1580
1628,5,33,6,29
1629,321,849,322,529
1630,1,14,2,14
1631,203,458,204,256
1632,24,158,25,135
1633,1288,2165,1289,878
1635,3312,5224,3313,1913
1636,11,69,12,59
1639,7399,13576,7400,6178
1640,104,468,105,365
1641,8451,15077,8452,6627
1642,191,616,192,426
1643,1626,2409,1627,784
1644,1006,7539,1007,6534
1645,6678,13496,6679,6819
1646,168,768,169,601
1647,110,628,111,519
1648,804,1472,805,669
1649,911,1354,912,444
1650,183,379,184,197
1651,39,130,40,92
1652,23,71,24,49
1653,13511,21890,13512,8380
1654,248,590,249,343
1655,115,687,116,573
1656,47,123,48,77
1657,64,137,65,74
1658,637,1761,638,1125
1659,33,84,34,52
1660,616,1144,617,529
1661,181,587,182,407
1662,51,199,52,149
1663,4361,7964,4362,3604
1664,24,61,25,38
1665,764,3597,765,2834
1666,29,129,30,101
1667,230,1022,231,793
1668,68,271,69,204
1669,142,272,143,131
1670,363,657,364,295
1671,86,245,87,160
1672,1927,3755,1928,1829
1673,8043,13777,8044,5735
1674,6927,10771,6928,3845
1675,40,115,41,76
1676,7122,17245,7123,10124
1677,36,158,37,123
1678,2477,4064,2478,1588
1679,14,177,15,164
1680,3323,6735,3324,3413
1681,216,2155,217,1940
1682,21279,33731,21280,12453
1683,1036,1696,1037,661
1684,295,556,296,262
1685,25,79,26,55
1686,316,906,317,591
1687,1553,4714,1554,3162
1688,2138,4646,2139,2509
1689,764,1999,765,1236
1690,3277,11518,3278,8242
1692,24,102,25,79
1693,2372,4599,2373,2228
1694,1650,2776,1651,1127
1695,101,188,102,88
1696,135,243,136,109
1697,4,22,5,19
1698,7,43,8,37
1699,610,1063,611,454
1701,1519,2986,1520,1468
1702,682,4527,683,3846
1703,132,678,133,547
1704,28805,38947,28806,10143
1705,1,11,2,11
1706,0,9,1,10
1707,225,3029,226,2805
1708,1,11,2,11
1709,5,18,6,14
1711,1684,4366,1685,2683
1713,600,2353,601,1754
1714,4,31,5,28
1715,23,93,24,71
1716,7,27,8,21
1717,1526,7025,1527,5500
1718,12,40,13,29
1719,2489,3510,2490,1022
1720,5,46,6,42
1721,16619,37712,16620,21094
1722,4098,12328,4099,8231
1723,12,48,13,37
1724,9,32,10,24
1725,66,130,67,65
1726,691,2239,692,1549
1727,717,2132,718,1416
1728,96,213,97,118
1729,7038,12436,7039,5399
1730,941,1688,942,748
1731,43,795,44,753
1732,19228,27826,19229,8599
1733,213,501,214,289
1734,1227,1715,1228,489
1735,1070,2819,1071,1750
1738,1,11,2,11
1739,40,593,41,554
1740,3,11,4,9
1742,2,22,3,21
1743,28,46,29,19
1744,68,444,69,377
1746,114,450,115,337
1747,4941,10077,4942,5137
1748,7586,12170,7587,4585
1749,37,89,38,53
1750,45,330,46,286
1752,289,1653,290,1365
1753,946,2462,947,1517
1754,1817,3805,1818,1989
1755,279,580,280,302
1756,92,468,93,377
1757,364,570,365,207
1759,227,351,228,125
1760,212,2633,213,2422
1762,309,1392,310,1084
1764,1,9,2,9
1765,4,20,5,17
1767,81,211,82,131
1768,23,48,24,26
1769,762,2540,763,1779
1770,55,194,56,140
1771,71,349,72,279
1772,521,2743,522,2223
1773,49,118,50,70
1774,4,9,5,6
1776,1,11,2,11
1777,5916,14009,5917,8094
1779,1381,6106,1382,4726
1780,54,124,55,71
1781,1,8,2,8
1782,10,33,11,24
1783,315,1169,316,855
1784,14058,23145,14059,9088
1785,577,1265,578,689
1787,9,18,10,10
1788,414,623,415,210
1789,4,12,5,9
1791,132,476,133,345
1792,1531,4658,1532,3128
1793,31,115,32,85
1794,601,1102,602,502
1795,23,51,24,29
1796,4,30,5,27
1797,1163,1725,1164,563
1798,50,298,51,249
1799,1051,2137,1052,1087
1801,1801,6176,1802,4376
1804,169,740,170,572
1805,2612,7409,2613,4798
1806,288,1022,289,735
1807,46,150,47,105
1809,757,1085,758,329
1810,1758,3672,1759,1915
1811,30,77,31,48
1812,76,207,77,132
1814,97,219,98,123
1815,3,10,4,8
1816,163,658,164,496
1817,18,85,19,68
1819,9,19,10,11
1820,14,57,15,44
1821,530,1524,531,995
1822,11,161,12,151
1824,139,435,140,297
1825,34,193,35,160
1826,16,397,17,382
1827,592,979,593,388
1829,89,252,90,164
1830,3,9,4,7
1831,1181,7338,1182,6158
1832,7,45,8,39
1833,647,2468,648,1822
1834,2890,4201,2891,1312
1835,2003,5274,2004,3272
1836,632,1463,633,832
1837,83,460,84,378
1839,43,497,44,455
1840,680,1561,681,882
1841,164,693,165,530
1842,5,21,6,17
1843,7,40,8,34
1844,397,641,398,245
1845,1368,2268,1369,901
1846,157,294,158,138
1847,0,1,1,2
1848,406,1411,407,1006
1849,6,46,7,41
1850,37,97,38,61
1851,6,14,7,9
1852,3,12,4,10
1853,17,151,18,135
1854,100,386,101,287
1855,87,742,88,656
1856,195,583,196,389
1857,54,217,55,164
1858,413,1262,414,850
1859,252,441,253,190
1860,319,477,320,159
1861,37,93,38,57
1862,160,2014,161,1855
1863,102,960,103,859
1864,12,101,13,90
1865,198,390,199,193
1866,512,1598,513,1087
1867,17,239,18,223
1869,52,426,53,375
1870,154,353,155,200
1871,29,62,30,34
1872,25,67,26,43
1873,1630,2774,1631,1145
1874,65,175,66,111
1875,420,968,421,549
1876,2915,11666,2916,8752
1877,12,43,13,32
1878,12,138,13,127
1879,106,214,107,109
1880,165,311,166,147
1881,172,687,173,516
1882,976,8017,977,7042
1883,2103,4686,2104,2584
1884,6299,10489,6300,4191
1885,2265,3954,2266,1690
1886,8,75,9,68
1887,100,544,101,445
1888,814,2835,815,2022
1889,773,1586,774,814
1890,18,61,19,44
1891,21,108,22,88
1892,1682,4192,1683,2511
1893,112,178,113,67
1894,1042,4927,1043,3886
1895,1045,3058,1046,2014
1896,92,254,93,163
1897,536,972,537,437
1898,30,98,31,69
1899,27,84,28,58
1900,617,810,618,194
1901,31,63,32,33
1902,120,266,121,147
1903,15,48,16,34
1904,468,880,469,413
1905,10,44,11,35
1906,82,235,83,154
1907,6376,11107,6377,4732
1908,8,42,9,35
1909,4504,11435,4505,6932
1910,143,276,144,134
1911,1285,7143,1286,5859
1912,4224,7438,4225,3215
1913,1064,1751,1065,688
1914,1655,2505,1656,851
1915,8,29,9,22
1916,1791,3058,1792,1268
1917,6566,22671,6567,16106
1918,2907,8818,2908,5912
1919,292,810,293,519
1920,821,3919,822,3099
1921,5928,9913,5929,3986
1922,90,208,91,119
1923,12289,25144,12290,12856
1924,647,2210,648,1564
1925,194,340,195,147
1926,72,176,73,105
1927,1764,2537,1765,774
1928,51,154,52,104
1929,427,736,428,310
1930,18,78,19,61
1931,1235,1795,1236,561
1932,121,275,122,155
1933,97,204,98,108
1934,592,888,593,297
1935,602,913,603,312
1936,430,702,431,273
1937,276,531,277,256
1938,742,1142,743,401
1939,1375,1857,1376,483
1940,427,677,428,251
1941,493,797,494,305
1942,609,876,610,268
1943,180,502,181,323
1944,1926,2797,1927,872
1945,4503,5880,4504,1378
1946,862,1262,863,401
1947,5145,8547,5146,3403
1948,760,1232,761,473
1949,1585,2064,1586,480
1950,2637,3492,2638,856
1951,1236,2176,1237,941
1952,4523,6394,4524,1872
1953,5944,8571,5945,2628
1954,9999,16918,10000,6920
1955,2953,5038,2954,2086
1956,2773,4153,2774,1381
1957,3671,6230,3672,2560
1958,2701,4759,2702,2059
1959,2619,4763,2620,2145
1960,4377,6742,4378,2366
1961,18295,27813,18296,9519
1962,4845,8341,4846,3497
1963,1564,2282,1565,719
1964,1402,2203,1403,802
1965,3216,5870,3217,2655
1966,1024,1589,1025,566
1967,4715,8800,4716,4086
1968,14929,24077,14930,9149
1969,326,2268,327,1943
1970,651,2633,652,1983
1971,276,1808,277,1533
1972,161,1461,162,1301
1973,192,1407,193,1216
1974,1108,4128,1109,3021
1975,295,1784,296,1490
1976,166,1429,167,1264
1977,206,1339,207,1134
1978,92,1146,93,1055
1979,157,1244,158,1088
1980,100,1073,101,974
1981,86,1236,87,1151
1982,3882,7317,3883,3436
1983,425,1772,426,1348
1984,120,1126,121,1007
1985,175,1040,176,866
1986,131,958,132,828
1987,89,622,90,534
1988,34,306,35,273
1989,12,185,13,174
1990,8,154,9,147
1991,602,2569,603,1968
1992,153,1234,154,1082
1993,80,1001,81,922
1994,4712,9584,4713,4873
1995,184,1457,185,1274
1996,80,1068,81,989
1997,8990,15002,8991,6013
1998,68,994,69,927
1999,247,1059,248,813
2000,10733,18949,10734,8217
2001,5231,13181,5232,7951
2002,3105,9152,3106,6048
2003,4269,11800,4270,7532
2004,951,4620,952,3670
2005,6448,11854,6449,5407
2006,5194,13850,5195,8657
2007,78,361,79,284
2008,17,93,18,77
2009,1922,4132,1923,2211
2010,4260,6054,4261,1795
2011,11073,22990,11074,11918
2012,8480,21881,8481,13402
2013,1955,4790,1956,2836
2014,504,1767,505,1264
2015,1002,2314,1003,1313
2016,140,792,141,653
2017,262,929,263,668
2018,3782,7956,3783,4175
2019,10857,13367,10858,2511
2020,4753,7103,4754,2351
2021,3779,8990,3780,5212
2022,1552,2718,1553,1167
2023,4770,10545,4771,5776
2024,323,752,324,430
2025,1102,2357,1103,1256
2026,196,1147,197,952
2027,171,999,172,829
2028,33925,46783,33926,12859
2029,235,460,236,226
2030,12,39,13,28
2031,40,244,41,205
2032,51,218,52,168
2033,509,1539,510,1031
2034,437,2066,438,1630
2035,109,312,110,204
2036,113,1085,114,973
2037,177,408,178,232
2038,276,1143,277,868
2039,12,59,13,48
2040,189,757,190,569
2041,174,768,175,595
2042,434,2373,435,1940
2043,418,1027,419,610
2044,28,269,29,242
2045,165,374,166,210
2046,2145,4946,2146,2802
2047,46,152,47,107
2048,823,1875,824,1053
2049,77,185,78,109
2050,153,951,154,799
2051,122,839,123,718
2052,879,2779,880,1901
2053,293,4368,294,4076
2054,2652,16092,2653,13441
2055,36,207,37,172
2056,77,166,78,90
2057,292,703,293,412
2058,4546,8962,4547,4417
2059,1455,3813,1456,2359
2060,826,2638,827,1813
2061,38,130,39,93
2062,151,400,152,250
2063,20,69,21,50
2064,4717,6898,4718,2182
2065,2250,3877,2251,1628
2066,909,1208,910,300
2067,3792,5574,3793,1783
2068,1364,1937,1365,574
2069,673,1029,674,357
2070,1174,1628,1175,455
2071,829,1287,830,459
2072,1019,3320,1020,2302
2073,276,568,277,293
2074,155,308,156,154
2075,354,558,355,205
2076,6450,9862,6451,3413
2077,499,969,500,471
2078,5424,10052,5425,4629
2079,55,137,56,83
2080,5383,10628,5384,5246
2081,7549,15145,7550,7597
2082,1011,4491,1012,3481
2083,1868,3558,1869,1691
2084,390,1009,391,620
2085,3721,8409,3722,4689
2086,68,198,69,131
2087,3779,7628,3780,3850
2088,564,3339,565,2776
2089,933,2498,934,1566
2090,1399,3121,1400,1723
2091,282,1091,283,810
2093,580,1881,581,1302
2094,1807,6490,1808,4684
2095,165,746,166,582
2096,3450,7021,3451,3572
2097,582,1298,583,717
2098,113,448,114,336
2099,729,1346,730,618
2100,3838,11156,3839,7319
2101,53,146,54,94
2102,612,1282,613,671
2103,60,214,61,155
2104,98,287,99,190
2105,4112,10277,4113,6166
2106,616,1436,617,821
2107,356,2197,357,1842
2108,3545,6510,3546,2966
2109,3806,6926,3807,3121
2110,936,2429,937,1494
2111,781,2133,782,1353
2112,1152,2479,1153,1328
2113,38,508,39,471
2114,1620,3284,1621,1665
2115,13482,24306,13483,10825
2116,1893,4934,1894,3042
2117,1821,3414,1822,1594
2118,1923,3604,1924,1682
2119,186,1276,187,1091
2120,375,1540,376,1166
2121,373,1943,374,1571
2122,470,2520,471,2051
2123,757,2654,758,1898
2124,2842,8627,2843,5786
2125,3249,5850,3250,2602
2126,853,4514,854,3662
2127,7,36,8,30
2128,88,227,89,140
2129,34,66,35,33
2130,1229,1900,1230,672
2131,396,584,397,189
2132,2294,3135,2295,842
2133,1578,4424,1579,2847
2134,2176,5953,2177,3778
2135,615,1967,616,1353
2136,712,2654,713,1943
2137,2762,5443,2763,2682
2138,1606,2749,1607,1144
2139,2683,4629,2684,1947
2140,4109,7846,4110,3738
2141,1845,4574,1846,2730
2142,589,2179,590,1591
2143,1199,3139,1200,1941
2144,4709,8951,4710,4243
2145,2868,7063,2869,4196
2146,988,3070,989,2083
2147,224,1205,225,982
2148,329,1122,330,794
2149,87,631,88,545
2150,4716,8274,4717,3559
2151,548,1495,549,948
2152,90,693,91,604
2153,205,2627,206,2423
2154,203,1010,204,808
2155,825,1754,826,930
2156,21,56,22,36
2157,51,108,52,58
2158,69,189,70,121
2159,783,1646,784,864
2160,5294,8552,5295,3259
2161,5077,10555,5078,5479
2162,295,2015,296,1721
2163,349,1695,350,1347
2164,23,215,24,193
2165,375,902,376,528
2166,500,939,501,440
2167,5348,13011,5349,7664
2168,176,483,177,308
2169,221,1036,222,816
2170,218,913,219,696
2171,662,1117,663,456
2172,42,109,43,68
